V_count,A_Day,Road_Type,Road_Surface,Lighting_Conditions,Weather_Conditions,Casualty_Class,Sex_of_Casualty,Age_of_Casualty,Type_of_Vehicle,Casualty_Severity
2,Saturday,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Female,47,Car,Slight
2,Saturday,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,25,Goods vehicle 3.5 tonnes mgw and under,Slight
2,Saturday,A,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Male,47,Car,Slight
2,Saturday,A,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Female,11,Car,Slight
2,Saturday,A,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Female,9,Car,Slight
2,Saturday,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,45,Car,Slight
2,Saturday,A,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Female,36,Car,Slight
2,Saturday,A,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver or rider,Male,23,Car,Slight
2,Saturday,A,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver or rider,Male,34,Car,Slight
2,Saturday,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Vehicle or pillion passenger,Female,29,Car,Slight
2,Sunday,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Female,39,Pedal cycle,Slight
2,Sunday,B,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Female,77,Car,Slight
4,Sunday,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver or rider,Male,25,Car,Slight
4,Sunday,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Male,27,Car,Slight
4,Sunday,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver or rider,Female,66,Car,Slight
4,Sunday,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver or rider,Female,38,Car,Slight
2,Sunday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Female,20,Car,Slight
2,Sunday,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Male,21,Car,Slight
2,Sunday,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Female,42,Car,Slight
2,Sunday,A,Dry,Darkness: street lights present and lit,Fine without high winds,Vehicle or pillion passenger,Female,16,Car,Slight
2,Monday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,26,Pedal cycle,Slight
1,Monday,A,Dry,Daylight: street lights present,Unknown,Vehicle or pillion passenger,Female,21,Bus or coach (17 or more passenger seats),Slight
1,Monday,A,Dry,Daylight: street lights present,Unknown,Vehicle or pillion passenger,Male,1,Bus or coach (17 or more passenger seats),Slight
2,Monday,A,Dry,Daylight: street lights present,Unknown,Vehicle or pillion passenger,Female,19,Taxi/Private hire car,Slight
2,Monday,A,Dry,Daylight: street lights present,Unknown,Driver or rider,Male,30,Car,Slight
2,Monday,A,Dry,Daylight: street lights present,Unknown,Vehicle or pillion passenger,Female,26,Car,Slight
2,Saturday,A,Dry,Daylight: street lights present,Unknown,Driver or rider,Female,29,Car,Slight
1,Monday,Unclassified,Dry,Daylight: street lights present,Unknown,Pedestrian,Male,18,Motorcycle over 125cc and up to 500cc,Slight
2,Monday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Female,23,Car,Slight
2,Monday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Female,30,Car,Slight
2,Tuesday,Unclassified,Dry,Daylight: street lights present,Unknown,Driver or rider,Male,37,Pedal cycle,Slight
2,Tuesday,Unclassified,Wet / Damp,Daylight: street lights present,Unknown,Driver or rider,Male,34,Pedal cycle,Serious
2,Tuesday,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Female,51,Pedal cycle,Slight
2,Tuesday,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Male,32,Pedal cycle,Slight
1,Tuesday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Female,4,Goods vehicle 3.5 tonnes mgw and under,Serious
2,Wednesday,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,34,Pedal cycle,Serious
1,Wednesday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Female,48,Bus or coach (17 or more passenger seats),Slight
2,Wednesday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,32,Car,Slight
2,Wednesday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Female,6,Car,Slight
2,Wednesday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Female,27,Car,Slight
3,Wednesday,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Female,34,Car,Slight
3,Wednesday,Motorway,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Female,31,Car,Slight
3,Wednesday,Motorway,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Female,13,Car,Slight
1,Wednesday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Female,21,Taxi/Private hire car,Slight
1,Wednesday,Unclassified,Dry,Darkness: street lighting unknown,Unknown,Driver or rider,Female,29,Car,Slight
2,Wednesday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Female,68,Bus or coach (17 or more passenger seats),Slight
2,Wednesday,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Female,40,Car,Slight
2,Thursday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,53,Pedal cycle,Slight
2,Thursday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,52,Motorcycle over 500cc,Slight
2,Thursday,Motorway,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Male,61,Car,Slight
2,Thursday,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Female,22,Car,Slight
2,Thursday,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Male,38,Car,Slight
2,Thursday,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Vehicle or pillion passenger,Female,19,Car,Slight
2,Friday,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Male,20,Pedal cycle,Slight
2,Friday,Unclassified,Dry,Darkness: no street lighting,Fine without high winds,Driver or rider,Female,25,Car,Slight
2,Friday,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,59,Pedal cycle,Slight
2,Thursday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,39,Car,Slight
4,Friday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,25,Goods vehicle 3.5 tonnes mgw and under,Slight
2,Friday,A,Dry,Daylight: street lights present,Unknown,Driver or rider,Female,79,Car,Slight
1,Saturday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Male,42,Taxi/Private hire car,Slight
1,Saturday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Female,21,Car,Slight
2,Saturday,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,15,Pedal cycle,Serious
1,Saturday,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Male,78,Minibus (8 – 16 passenger seats),Slight
2,Saturday,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Female,46,Car,Slight
2,Sunday,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Male,33,Taxi/Private hire car,Slight
2,Sunday,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Male,39,Taxi/Private hire car,Slight
1,Sunday,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,53,Motorcycle over 125cc and up to 500cc,Slight
1,Sunday,Motorway,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Female,54,Motorcycle over 125cc and up to 500cc,Slight
2,Sunday,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Male,23,Car,Slight
2,Sunday,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,76,Car,Slight
2,Sunday,A,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Female,64,Car,Slight
3,Sunday,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Male,14,Pedal cycle,Slight
3,Sunday,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Male,14,Pedal cycle,Slight
1,Monday,A,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Female,19,Taxi/Private hire car,Slight
2,Monday,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Female,29,Car,Slight
2,Monday,A,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Male,23,Car,Slight
1,Monday,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Male,12,Car,Serious
1,Monday,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Male,6,Car,Slight
2,Tuesday,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,24,Pedal cycle,Slight
2,Tuesday,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,23,Pedal cycle,Slight
2,Tuesday,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Male,24,Car,Slight
2,Tuesday,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Male,-1,Taxi/Private hire car,Slight
2,Wednesday,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver or rider,Female,62,Car,Slight
2,Wednesday,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,22,Car,Slight
2,Wednesday,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Female,26,Car,Slight
2,Wednesday,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Female,38,Goods vehicle 3.5 tonnes mgw and under,Slight
2,Wednesday,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,23,Car,Slight
2,Wednesday,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Female,50,Car,Slight
5,Wednesday,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,31,Car,Slight
5,Wednesday,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Female,36,Car,Serious
5,Wednesday,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Female,30,Car,Slight
5,Wednesday,Motorway,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Male,31,Car,Serious
5,Wednesday,Motorway,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Male,10,Car,Slight
2,Wednesday,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Male,39,Pedal cycle,Slight
1,Thursday,A,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Male,24,Pedal cycle,Slight
2,Thursday,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,81,Car,Slight
2,Thursday,A,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Female,77,Car,Serious
2,Wednesday,B,Dry,Darkness: street lights present and lit,Unknown,Driver or rider,Male,36,Pedal cycle,Slight
1,Thursday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Male,13,Car,Slight
4,Thursday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Female,26,Car,Slight
4,Thursday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Male,8,Car,Slight
4,Thursday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Female,6,Car,Slight
4,Thursday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Female,46,Car,Slight
4,Thursday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,62,Car,Slight
1,Thursday,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Pedestrian,Male,10,Car,Slight
2,Thursday,B,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Female,44,Car,Slight
2,Thursday,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Male,33,Motorcycle over 50cc and up to 125cc,Slight
2,Thursday,Unclassified,Wet / Damp,Darkness: street lights present and lit,Unknown,Driver or rider,Male,39,Car,Slight
2,Thursday,Unclassified,Wet / Damp,Darkness: street lights present and lit,Unknown,Vehicle or pillion passenger,Male,7,Car,Slight
2,Thursday,Unclassified,Wet / Damp,Darkness: street lights present and lit,Unknown,Vehicle or pillion passenger,Male,22,Car,Slight
1,Friday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Female,54,Car,Slight
2,Friday,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Male,21,Pedal cycle,Slight
1,Friday,Unclassified,Dry,Daylight: street lights present,Unknown,Driver or rider,Female,87,Car,Slight
1,Sunday,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Male,62,Car,Slight
2,Friday,A,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver or rider,Male,23,Car,Slight
3,Friday,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Male,-1,Car,Slight
3,Friday,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Male,39,Car,Slight
3,Friday,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Vehicle or pillion passenger,Female,32,Car,Slight
2,Saturday,A,Dry,Darkness: street lights present and lit,Unknown,Driver or rider,Male,22,Motorcycle over 50cc and up to 125cc,Slight
1,Saturday,A,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Female,52,Car,Serious
2,Saturday,A,Dry,Daylight: street lights present,Unknown,Driver or rider,Male,71,Pedal cycle,Slight
1,Saturday,Unclassified,Dry,Daylight: street lights present,Fine with high winds,Pedestrian,Male,51,Car,Slight
1,Saturday,Unclassified,Dry,Darkness: street lights present and lit,Fine with high winds,Pedestrian,Female,14,Car,Slight
1,Saturday,A,Dry,Darkness: street lights present and lit,Unknown,Pedestrian,Female,20,Car,Serious
2,Sunday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,21,Pedal cycle,Slight
2,Sunday,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver or rider,Male,17,M/cycle 50cc and under,Slight
2,Sunday,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver or rider,Male,42,Pedal cycle,Slight
1,Sunday,B,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Female,82,Car,Slight
2,Wednesday,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,25,Pedal cycle,Slight
2,Sunday,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Vehicle or pillion passenger,Female,20,Car,Slight
2,Sunday,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Vehicle or pillion passenger,Male,30,Car,Slight
2,Monday,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver or rider,Female,48,Car,Slight
3,Monday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,40,Car,Slight
2,Saturday,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Male,24,Car,Slight
2,Saturday,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Vehicle or pillion passenger,Female,51,Car,Slight
2,Monday,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Vehicle or pillion passenger,Female,53,Bus or coach (17 or more passenger seats),Slight
1,Monday,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Female,21,Car,Slight
1,Tuesday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Female,15,Car,Slight
2,Tuesday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,23,Pedal cycle,Serious
2,Wednesday,A,Wet / Damp,Daylight: street lights present,Snowing without high winds,Driver or rider,Male,61,Goods vehicle 7.5 tonnes mgw and over,Slight
2,Wednesday,Unclassified,Snow,Darkness: street lights present and lit,Unknown,Driver or rider,Male,21,Car,Slight
2,Thursday,Motorway,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver or rider,Female,56,Car,Slight
2,Thursday,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Male,25,M/cycle 50cc and under,Serious
2,Friday,B,Dry,Darkness: street lights present and lit,Fine without high winds,Vehicle or pillion passenger,Female,53,Car,Slight
2,Friday,B,Dry,Darkness: street lights present and lit,Fine without high winds,Vehicle or pillion passenger,Female,35,Car,Slight
2,Friday,B,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Male,22,Car,Slight
2,Friday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Male,32,Goods vehicle 3.5 tonnes mgw and under,Slight
2,Friday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Female,32,M/cycle 50cc and under,Slight
2,Friday,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver or rider,Male,32,Motorcycle over 500cc,Serious
2,Friday,Unclassified,Dry,Daylight: street lights present,Unknown,Driver or rider,Male,47,Pedal cycle,Slight
2,Friday,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Female,21,Car,Slight
2,Friday,A,Dry,Darkness: street lights present and lit,Fine without high winds,Vehicle or pillion passenger,Female,20,Car,Slight
2,Friday,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Male,40,Car,Slight
2,Friday,A,Dry,Darkness: street lights present and lit,Fine without high winds,Vehicle or pillion passenger,Female,32,Car,Slight
2,Friday,A,Dry,Darkness: street lights present and lit,Fine without high winds,Vehicle or pillion passenger,Female,22,Car,Slight
2,Friday,A,Dry,Darkness: street lights present and lit,Fine without high winds,Vehicle or pillion passenger,Female,11,Car,Slight
2,Friday,B,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Male,27,Car,Slight
2,Friday,B,Dry,Darkness: street lights present and lit,Fine without high winds,Vehicle or pillion passenger,Female,22,Car,Slight
2,Saturday,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Female,23,Car,Slight
2,Saturday,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Vehicle or pillion passenger,Female,20,Car,Slight
1,Saturday,Unclassified,Wet / Damp,Daylight: street lights present,Unknown,Driver or rider,Male,18,Car,Slight
1,Saturday,Unclassified,Wet / Damp,Daylight: street lights present,Unknown,Vehicle or pillion passenger,Male,16,Car,Slight
1,Sunday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Female,30,Bus or coach (17 or more passenger seats),Serious
2,Saturday,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Vehicle or pillion passenger,Male,12,Car,Serious
2,Sunday,Motorway,Dry,Darkness: no street lighting,Fine without high winds,Driver or rider,Female,40,Car,Slight
2,Sunday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,56,Motorcycle over 500cc,Slight
2,Sunday,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Male,58,Car,Slight
1,Sunday,Unclassified,Dry,Darkness: street lights present and lit,Unknown,Pedestrian,Male,31,Car,Slight
2,Monday,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver or rider,Male,35,Car,Slight
2,Monday,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Male,58,Pedal cycle,Slight
3,Monday,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Male,22,Car,Serious
2,Tuesday,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver or rider,Male,31,Motorcycle over 50cc and up to 125cc,Slight
1,Tuesday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Female,14,Car,Serious
1,Tuesday,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Pedestrian,Male,19,Car,Slight
2,Tuesday,Unclassified,Dry,Daylight: street lights present,Unknown,Driver or rider,Male,44,Pedal cycle,Slight
2,Wednesday,A,Wet / Damp,Daylight: street lights present,Raining without high winds,Vehicle or pillion passenger,Female,80,Car,Slight
2,Wednesday,A,Wet / Damp,Daylight: street lights present,Raining without high winds,Vehicle or pillion passenger,Female,25,Car,Slight
4,Wednesday,A(M),Dry,Darkness: no street lighting,Fine without high winds,Driver or rider,Female,34,Car,Slight
4,Wednesday,A(M),Dry,Darkness: no street lighting,Fine without high winds,Driver or rider,Female,25,Car,Slight
2,Wednesday,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Male,44,Motorcycle over 50cc and up to 125cc,Serious
2,Thursday,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver or rider,Male,39,Pedal cycle,Slight
10,Thursday,Motorway,Dry,Darkness: no street lighting,Fine without high winds,Driver or rider,Female,32,Car,Slight
10,Thursday,Motorway,Dry,Darkness: no street lighting,Fine without high winds,Driver or rider,Male,44,Car,Slight
2,Thursday,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver or rider,Male,14,Pedal cycle,Slight
2,Thursday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Female,54,Car,Slight
1,Thursday,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining with high winds,Pedestrian,Female,27,Car,Serious
1,Thursday,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Pedestrian,Female,46,Car,Slight
1,Thursday,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Pedestrian,Female,45,Car,Slight
1,Thursday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Female,28,Car,Slight
2,Thursday,A,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver or rider,Male,28,Pedal cycle,Slight
2,Tuesday,B,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver or rider,Female,57,Car,Slight
2,Friday,Unclassified,Wet / Damp,Daylight: street lights present,Snowing without high winds,Driver or rider,Female,31,Car,Slight
2,Friday,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver or rider,Female,50,Car,Slight
2,Friday,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,20,Car,Slight
2,Friday,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver or rider,Male,24,Motorcycle over 50cc and up to 125cc,Slight
1,Thursday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Female,48,Car,Slight
2,Friday,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver or rider,Male,60,Pedal cycle,Slight
1,Friday,A,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Pedestrian,Female,46,Car,Slight
1,Friday,A,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Pedestrian,Male,14,Car,Serious
3,Saturday,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver or rider,Female,41,Car,Slight
1,Saturday,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Pedestrian,Male,20,Car,Slight
3,Saturday,A,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver or rider,Male,28,Car,Slight
2,Saturday,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver or rider,Female,44,Car,Slight
2,Saturday,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver or rider,Male,90,Car,Slight
2,Saturday,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Vehicle or pillion passenger,Female,84,Car,Slight
1,Saturday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Male,18,Bus or coach (17 or more passenger seats),Slight
1,Saturday,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Pedestrian,Female,79,Car,Slight
2,Sunday,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver or rider,Male,27,Motorcycle over 50cc and up to 125cc,Serious
2,Sunday,Unclassified,Wet / Damp,Darkness: street lights present and lit,Other,Driver or rider,Male,35,Car,Slight
2,Sunday,Unclassified,Wet / Damp,Darkness: street lights present and lit,Other,Vehicle or pillion passenger,Female,48,Car,Slight
2,Friday,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver or rider,Female,31,Pedal cycle,Slight
2,Monday,A,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver or rider,Female,28,Car,Slight
1,Monday,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Pedestrian,Female,19,Car,Slight
1,Monday,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining with high winds,Pedestrian,Female,27,Car,Slight
1,Monday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Male,79,Car,Slight
1,Monday,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining with high winds,Pedestrian,Male,36,Taxi/Private hire car,Slight
1,Tuesday,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Male,18,Car,Slight
1,Tuesday,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Vehicle or pillion passenger,Male,19,Car,Slight
2,Tuesday,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Female,52,Taxi/Private hire car,Serious
1,Sunday,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Male,26,Car,Slight
1,Sunday,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Female,32,Car,Slight
3,Tuesday,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Pedestrian,Female,15,Car,Slight
3,Tuesday,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Pedestrian,Female,16,Car,Slight
1,Tuesday,A,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Female,81,Car,Serious
1,Tuesday,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Pedestrian,Female,49,Car,Serious
3,Tuesday,A,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver or rider,Female,50,Car,Slight
1,Tuesday,B,Wet / Damp,Darkness: no street lighting,Fine without high winds,Driver or rider,Male,63,Car,Slight
2,Tuesday,A(M),Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Male,19,Car,Slight
2,Tuesday,A(M),Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Male,31,Car,Slight
2,Tuesday,A(M),Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Vehicle or pillion passenger,Female,30,Car,Slight
2,Tuesday,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver or rider,Male,21,Motorcycle over 50cc and up to 125cc,Slight
2,Tuesday,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining with high winds,Driver or rider,Male,33,Taxi/Private hire car,Slight
2,Tuesday,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining with high winds,Driver or rider,Male,39,Motorcycle over 500cc,Slight
2,Tuesday,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Male,21,Car,Slight
2,Tuesday,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Vehicle or pillion passenger,Male,22,Car,Slight
2,Tuesday,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Male,67,Car,Slight
