V_count,A_Day,Road_Type,Road_Surface,Lighting_Conditions,Weather_Conditions,Casualty_Class,Sex_of_Casualty,Age_of_Casualty,Type_of_Vehicle,Casualty_Severity
2,Monday,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Female,24,Car,Slight
2,Monday,Motorway,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Male,30,Car,Slight
1,Monday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,31,Pedal cycle,Slight
1,Monday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Female,55,Pedal cycle,Slight
1,Monday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Male,6,Pedal cycle,Slight
1,Monday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Male,5,Pedal cycle,Slight
1,Monday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Female,45,Bus or coach (17 or more passenger seats),Slight
1,Monday,A,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Female,9,Car,Slight
2,Monday,A,Dry,Daylight: street lights present,Unknown,Driver or rider,Male,61,Goods vehicle 7.5 tonnes mgw and over,Slight
1,Monday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,50,Car,Slight
2,Monday,Unclassified,Dry,Darkness: street lighting unknown,Unknown,Driver or rider,Female,45,Car,Slight
2,Monday,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Male,39,Car,Slight
2,Tuesday,Unclassified,Dry,Darkness: street lighting unknown,Unknown,Driver or rider,Female,53,Car,Slight
2,Wednesday,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver or rider,Male,36,Car,Slight
2,Wednesday,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver or rider,Female,22,Car,Slight
2,Wednesday,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver or rider,Male,40,Pedal cycle,Slight
1,Wednesday,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Vehicle or pillion passenger,Female,82,Bus or coach (17 or more passenger seats),Serious
2,Wednesday,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver or rider,Male,60,Car,Slight
1,Wednesday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Male,5,Car,Slight
1,Wednesday,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Pedestrian,Male,57,Car,Slight
2,Thursday,A,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Female,24,Bus or coach (17 or more passenger seats),Serious
2,Thursday,Unclassified,Dry,Daylight: street lights present,Unknown,Driver or rider,Male,74,Car,Slight
2,Thursday,Motorway,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Female,18,Car,Slight
2,Thursday,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Female,23,Car,Slight
2,Thursday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,49,Car,Serious
2,Friday,A,Dry,Daylight: street lights present,Unknown,Driver or rider,Male,33,Motorcycle over 500cc,Slight
2,Friday,A,Dry,Darkness: no street lighting,Fine without high winds,Driver or rider,Female,23,Car,Serious
2,Friday,A,Dry,Darkness: no street lighting,Fine without high winds,Vehicle or pillion passenger,Male,47,Car,Slight
2,Friday,A,Dry,Darkness: no street lighting,Fine without high winds,Driver or rider,Male,50,Car,Slight
1,Saturday,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,45,Car,Slight
4,Saturday,A,Dry,Darkness: street lights present and lit,Fine without high winds,Vehicle or pillion passenger,Male,28,Motorcycle over 500cc,Slight
1,Saturday,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Male,35,Taxi/Private hire car,Slight
1,Sunday,Unclassified,Dry,Daylight: street lights present,Unknown,Pedestrian,Female,31,Car,Slight
1,Sunday,A,Dry,Daylight: street lights present,Unknown,Pedestrian,Male,67,Car,Slight
2,Sunday,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,71,Car,Slight
1,Sunday,Motorway,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Male,22,Goods vehicle 3.5 tonnes mgw and under,Serious
2,Monday,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,46,Pedal cycle,Slight
1,Tuesday,A,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Female,53,Bus or coach (17 or more passenger seats),Slight
3,Tuesday,A(M),Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,41,Goods vehicle 3.5 tonnes mgw and under,Slight
2,Tuesday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,30,Motorcycle over 50cc and up to 125cc,Slight
2,Tuesday,B,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Male,70,Car,Slight
1,Wednesday,B,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Female,7,Car,Slight
2,Wednesday,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Female,33,Car,Slight
2,Wednesday,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,54,Car,Slight
2,Wednesday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,47,Motorcycle over 500cc,Serious
3,Thursday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,62,Car,Slight
3,Thursday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Female,53,Car,Slight
2,Thursday,Unclassified,Dry,Daylight: street lights present,Unknown,Driver or rider,Male,12,Pedal cycle,Slight
2,Wednesday,Unclassified,Dry,Daylight: street lights present,Unknown,Driver or rider,Male,30,Pedal cycle,Slight
2,Thursday,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,36,Pedal cycle,Slight
2,Friday,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Female,51,Car,Slight
2,Friday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Female,24,Taxi/Private hire car,Slight
2,Friday,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver or rider,Male,22,Motorcycle over 50cc and up to 125cc,Slight
2,Friday,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Female,37,Car,Slight
2,Saturday,A(M),Dry,Darkness: no street lighting,Fine without high winds,Driver or rider,Female,22,Car,Slight
2,Saturday,A(M),Dry,Darkness: no street lighting,Fine without high winds,Vehicle or pillion passenger,Female,20,Car,Serious
2,Saturday,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Female,34,Car,Slight
2,Saturday,Motorway,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Female,65,Car,Slight
2,Saturday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Female,63,Car,Slight
2,Sunday,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,45,Pedal cycle,Serious
2,Sunday,A,Dry,Daylight: street lights present,Unknown,Vehicle or pillion passenger,Female,28,Taxi/Private hire car,Slight
1,Sunday,Motorway,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Male,18,Car,Slight
2,Sunday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,19,Car,Slight
2,Sunday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,79,Car,Slight
2,Sunday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Female,79,Car,Slight
3,Sunday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Female,31,Car,Slight
3,Sunday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Male,5,Car,Slight
3,Sunday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Female,43,Car,Slight
3,Sunday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Male,7,Car,Slight
3,Sunday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Male,8,Car,Slight
2,Sunday,A,Dry,Darkness: street lights present and lit,Fine without high winds,Vehicle or pillion passenger,Female,18,Car,Slight
2,Monday,Motorway,Dry,Darkness: street lights present and lit,Fine without high winds,Vehicle or pillion passenger,Male,45,Car,Slight
1,Monday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Female,57,Bus or coach (17 or more passenger seats),Slight
2,Tuesday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Female,39,Car,Slight
2,Tuesday,A,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Female,18,Car,Slight
1,Tuesday,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Female,22,Car,Serious
3,Wednesday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,37,Car,Slight
1,Wednesday,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,43,Motorcycle over 500cc,Serious
2,Tuesday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,51,Bus or coach (17 or more passenger seats),Slight
2,Tuesday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Male,55,Bus or coach (17 or more passenger seats),Slight
2,Thursday,Unclassified,Dry,Darkness: street lighting unknown,Unknown,Driver or rider,Male,15,Pedal cycle,Slight
4,Friday,A(M),Wet / Damp,Daylight: street lights present,Fine without high winds,Driver or rider,Male,47,Car,Slight
4,Friday,A(M),Wet / Damp,Daylight: street lights present,Fine without high winds,Driver or rider,Female,37,Car,Slight
4,Friday,A(M),Wet / Damp,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Female,13,Car,Slight
4,Friday,A(M),Wet / Damp,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Female,7,Car,Slight
4,Friday,A(M),Wet / Damp,Daylight: street lights present,Fine without high winds,Driver or rider,Male,27,Car,Slight
4,Friday,A(M),Wet / Damp,Daylight: street lights present,Fine without high winds,Driver or rider,Male,23,Car,Slight
4,Friday,A(M),Wet / Damp,Daylight: street lights present,Fine without high winds,Driver or rider,Male,64,Car,Slight
4,Friday,A(M),Wet / Damp,Daylight: street lights present,Fine without high winds,Driver or rider,Female,34,Car,Slight
2,Friday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Female,25,Car,Slight
1,Friday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,67,Motorcycle over 500cc,Serious
2,Friday,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Female,28,Car,Slight
1,Saturday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Male,46,Car,Slight
1,Saturday,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,30,Car,Serious
2,Saturday,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,29,Car,Slight
1,Saturday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Male,20,Car,Slight
1,Saturday,Motorway,Wet / Damp,Daylight: street lights present,Raining without high winds,Vehicle or pillion passenger,Female,55,Car,Slight
2,Sunday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Male,25,Car,Slight
2,Sunday,A,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Female,34,Car,Slight
1,Sunday,B,Wet / Damp,Daylight: street lights present,Raining without high winds,Pedestrian,Female,11,Car,Serious
3,Sunday,Unclassified,Wet / Damp,Daylight: street lights present,Raining with high winds,Vehicle or pillion passenger,Female,19,Car,Slight
1,Sunday,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,21,Car,Slight
1,Sunday,Unclassified,Dry,Darkness: street lighting unknown,Unknown,Pedestrian,Male,58,Car,Slight
1,Sunday,Unclassified,Dry,Darkness: street lighting unknown,Unknown,Pedestrian,Female,28,Car,Slight
2,Monday,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Female,68,Car,Slight
2,Monday,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Female,28,Car,Slight
2,Monday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,21,Motorcycle over 50cc and up to 125cc,Serious
2,Monday,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Female,55,Car,Slight
2,Monday,A,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Male,18,Car,Slight
2,Tuesday,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Female,46,Car,Slight
2,Tuesday,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Female,43,Car,Slight
2,Tuesday,A,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Male,6,Car,Slight
2,Tuesday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,25,Car,Slight
2,Tuesday,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Vehicle or pillion passenger,Female,3,Car,Slight
2,Thursday,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver or rider,Female,24,Car,Slight
1,Tuesday,A,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Male,30,Car,Serious
3,Wednesday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Female,25,Car,Slight
2,Wednesday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,44,Car,Slight
2,Wednesday,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Female,35,Car,Slight
2,Wednesday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Female,17,Car,Slight
2,Wednesday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Male,35,Car,Slight
1,Thursday,Unclassified,Dry,Daylight: street lights present,Unknown,Pedestrian,Male,32,Bus or coach (17 or more passenger seats),Slight
1,Wednesday,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Vehicle or pillion passenger,Female,67,Bus or coach (17 or more passenger seats),Slight
1,Wednesday,B,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Male,50,Car,Slight
2,Wednesday,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,19,Pedal cycle,Serious
2,Wednesday,A,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Female,28,Taxi/Private hire car,Slight
2,Wednesday,A,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Male,29,Taxi/Private hire car,Slight
2,Wednesday,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Female,22,Car,Slight
2,Wednesday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Female,33,Car,Slight
1,Wednesday,Unclassified,Dry,Darkness: no street lighting,Fine without high winds,Vehicle or pillion passenger,Male,19,Car,Slight
2,Thursday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,59,Motorcycle over 125cc and up to 500cc,Slight
2,Thursday,B,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,45,Car,Slight
2,Thursday,A,Wet / Damp,Daylight: street lights present,Raining without high winds,Vehicle or pillion passenger,Female,25,Car,Slight
2,Thursday,A,Wet / Damp,Daylight: street lights present,Raining without high winds,Vehicle or pillion passenger,Male,17,Car,Slight
2,Wednesday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Male,5,Car,Slight
2,Thursday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,47,Car,Slight
1,Thursday,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,57,Car,Slight
1,Thursday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Male,8,Car,Slight
2,Thursday,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Female,44,Car,Slight
1,Thursday,A,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Female,17,Motorcycle over 500cc,Slight
1,Thursday,B,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Male,18,Car,Slight
2,Friday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,32,Motorcycle over 50cc and up to 125cc,Serious
1,Friday,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,31,Car,Slight
1,Saturday,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Vehicle or pillion passenger,Female,30,Car,Slight
2,Saturday,Motorway,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver or rider,Male,59,Car,Slight
2,Saturday,Motorway,Wet / Damp,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Male,28,Car,Slight
2,Saturday,Motorway,Wet / Damp,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Female,46,Car,Slight
2,Saturday,Motorway,Wet / Damp,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Female,60,Car,Slight
2,Saturday,Motorway,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver or rider,Female,24,Car,Slight
2,Saturday,Motorway,Wet / Damp,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Male,27,Car,Slight
2,Saturday,Motorway,Wet / Damp,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Male,3,Car,Slight
2,Saturday,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,34,Motorcycle over 500cc,Serious
2,Saturday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Female,23,Car,Slight
2,Saturday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Female,18,Car,Slight
2,Saturday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Female,45,Car,Slight
2,Saturday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Female,12,Car,Slight
3,Sunday,Motorway,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Female,53,Car,Slight
1,Sunday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,24,Taxi/Private hire car,Slight
1,Monday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Male,9,Motorcycle over 50cc and up to 125cc,Slight
2,Monday,A,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Female,45,Car,Slight
1,Monday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Female,62,Car,Slight
1,Monday,A,Dry,Daylight: street lights present,Unknown,Driver or rider,Female,55,Car,Slight
2,Tuesday,Motorway,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver or rider,Female,45,Car,Slight
2,Tuesday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,28,Pedal cycle,Serious
2,Tuesday,Motorway,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Female,4,Car,Slight
2,Tuesday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Female,19,Car,Slight
2,Tuesday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Female,21,Car,Slight
1,Tuesday,A,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Male,3,Bus or coach (17 or more passenger seats),Slight
2,Tuesday,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Female,38,Car,Slight
2,Thursday,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,32,Pedal cycle,Slight
3,Thursday,A,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Female,13,Car,Slight
3,Thursday,A,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Male,15,Car,Slight
3,Thursday,A,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Male,20,Car,Slight
2,Thursday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Female,73,Car,Slight
2,Thursday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Female,46,Car,Slight
2,Thursday,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver or rider,Male,33,Car,Slight
2,Thursday,A,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver or rider,Male,37,Car,Slight
1,Thursday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Male,51,Goods vehicle 3.5 tonnes mgw and under,Slight
2,Friday,A,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Female,72,Car,Slight
2,Friday,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,23,Car,Slight
2,Friday,Unclassified,Dry,Daylight: street lights present,Unknown,Driver or rider,Female,30,Car,Slight
1,Friday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Male,35,Car,Serious
2,Friday,B,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Male,62,Car,Slight
2,Friday,B,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Male,20,Car,Slight
2,Friday,B,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Vehicle or pillion passenger,Male,20,Car,Slight
1,Friday,Unclassified,Dry,Darkness: street lights present and lit,Unknown,Pedestrian,Female,69,Motorcycle over 125cc and up to 500cc,Serious
1,Friday,A,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Pedestrian,Male,35,Taxi/Private hire car,Slight
1,Saturday,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,23,Car,Slight
1,Saturday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Male,2,Bus or coach (17 or more passenger seats),Slight
3,Saturday,Unclassified,Dry,Darkness: street lights present and lit,Unknown,Driver or rider,Male,30,Car,Slight
2,Sunday,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Male,31,Taxi/Private hire car,Slight
2,Sunday,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Vehicle or pillion passenger,Female,56,Taxi/Private hire car,Slight
2,Sunday,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Vehicle or pillion passenger,Female,51,Taxi/Private hire car,Slight
2,Sunday,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Vehicle or pillion passenger,Female,53,Taxi/Private hire car,Slight
1,Sunday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,21,Goods vehicle 3.5 tonnes mgw and under,Serious
1,Sunday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Female,23,Goods vehicle 3.5 tonnes mgw and under,Serious
2,Sunday,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,41,Motorcycle over 500cc,Serious
2,Monday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Female,82,Mobility Scooter,Slight
2,Sunday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,32,Car,Slight
2,Sunday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Female,37,Car,Slight
2,Saturday,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Driver or rider,Male,30,Car,Slight
2,Monday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Male,7,Car,Slight
1,Tuesday,Unclassified,Wet / Damp,Darkness: no street lighting,Raining without high winds,Driver or rider,Male,18,Car,Slight
2,Friday,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,35,Pedal cycle,Slight
1,Tuesday,B,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Female,71,Car,Slight
2,Tuesday,Unclassified,Dry,Darkness: street lights present and lit,Unknown,Driver or rider,Female,25,Car,Slight
1,Tuesday,A,Dry,Daylight: street lights present,Unknown,Pedestrian,Female,42,Taxi/Private hire car,Slight
2,Tuesday,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver or rider,Male,53,Motorcycle over 50cc and up to 125cc,Serious
3,Wednesday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Female,50,Car,Slight
2,Thursday,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,41,Car,Slight
2,Thursday,B,Dry,Daylight: street lights present,Unknown,Driver or rider,Female,57,Car,Slight
2,Friday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Female,41,Car,Slight
4,Friday,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,58,Car,Slight
2,Friday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Female,26,Car,Slight
2,Friday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Female,46,Car,Slight
2,Friday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,20,Car,Slight
2,Friday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,54,Pedal cycle,Slight
2,Friday,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Vehicle or pillion passenger,Female,65,Car,Slight
2,Friday,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver or rider,Male,39,Car,Slight
1,Saturday,A,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Male,85,Car,Slight
2,Saturday,Unclassified,Dry,Daylight: street lights present,Unknown,Driver or rider,Male,18,Car,Slight
2,Saturday,Unclassified,Dry,Daylight: street lights present,Unknown,Vehicle or pillion passenger,Female,19,Car,Slight
2,Saturday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Female,18,Car,Slight
2,Saturday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Female,19,Car,Slight
2,Saturday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Female,36,Car,Slight
2,Saturday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Female,5,Car,Slight
2,Saturday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Female,55,Car,Slight
2,Saturday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Male,25,Car,Slight
2,Saturday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Female,25,Car,Slight
2,Wednesday,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Female,33,Pedal cycle,Slight
2,Saturday,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,27,Motorcycle over 500cc,Slight
4,Saturday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,30,Car,Slight
4,Saturday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Female,44,Car,Slight
3,Saturday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,33,Car,Slight
3,Saturday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,23,Car,Slight
2,Sunday,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Female,19,Car,Slight
2,Sunday,A,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Male,19,Car,Slight
1,Sunday,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,25,Motorcycle over 50cc and up to 125cc,Serious
2,Monday,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Male,29,Pedal cycle,Slight
