V_count,A_Day,A_Time,Road_Type,Road_Surface,Lighting_Conditions,Weather_Conditions,Casualty_Class,Sex_of_Casualty,Age_of_Casualty,Type_of_Vehicle,Casualty_Severity
2,2,2,3,3,4,1,4,1,28,1,1
2,0,2,4,3,3,5,4,0,22,1,1
2,2,4,0,3,4,5,1,0,43,1,1
3,6,4,4,0,4,1,1,1,49,1,1
2,1,1,0,3,3,5,1,1,33,13,1
2,5,2,0,0,4,1,1,0,45,1,1
1,2,1,3,0,4,1,1,1,30,1,0
1,4,4,4,3,1,5,1,1,26,1,1
3,1,3,0,3,3,1,1,1,33,12,0
1,2,1,4,0,4,1,1,0,23,1,1
2,4,1,0,0,4,8,1,1,39,12,1
2,2,1,4,3,4,5,1,1,25,10,1
1,4,1,4,3,3,5,3,1,20,13,0
3,1,1,4,0,4,0,1,0,52,1,1
2,1,1,4,3,3,1,4,0,14,1,1
1,1,1,4,3,4,5,1,1,30,1,1
2,0,2,4,0,4,1,1,1,28,12,0
1,5,3,0,3,4,5,1,1,26,10,0
1,1,4,4,3,4,1,3,0,49,13,1
1,3,4,0,0,4,1,1,1,17,10,1
1,4,2,0,0,4,1,3,0,23,1,1
1,6,1,4,3,4,1,3,0,78,1,0
2,5,2,0,0,3,1,4,0,50,1,1
2,5,4,3,0,4,1,1,1,20,1,1
2,4,2,0,0,1,1,1,0,34,1,1
1,0,1,2,0,2,1,3,0,77,1,0
2,6,4,4,0,4,1,1,1,47,9,0
2,6,3,4,3,4,1,1,1,24,12,0
2,5,4,4,0,4,1,1,0,19,1,1
2,6,4,4,3,4,1,0,1,57,12,0
1,6,4,4,0,4,1,1,0,31,8,0
2,1,1,4,0,4,1,1,1,26,8,1
2,2,1,1,0,1,1,1,0,22,1,1
2,6,4,4,0,4,1,1,1,24,12,1
1,6,4,4,0,4,1,1,1,23,9,0
2,6,3,0,0,4,1,1,1,19,12,0
2,3,2,4,0,4,1,4,0,39,1,0
3,0,2,3,0,4,1,1,1,44,1,0
1,1,2,3,3,4,3,1,1,28,1,1
4,5,3,0,0,1,1,0,0,32,1,0
2,2,4,0,0,4,1,1,1,29,1,1
4,0,1,4,0,4,1,0,1,20,1,0
4,2,4,0,0,4,1,4,1,15,1,1
1,2,4,4,0,4,1,4,1,24,2,1
2,1,3,4,3,3,5,4,0,16,1,1
1,4,2,4,3,3,1,1,1,36,1,1
1,2,4,0,0,4,1,1,1,23,1,1
2,5,3,2,0,4,1,1,1,48,12,0
1,2,3,0,3,3,1,3,1,19,1,0
2,0,3,4,0,3,8,1,1,24,12,1
2,5,1,4,3,4,5,1,1,20,10,1
2,0,4,4,0,4,1,1,1,54,12,1
2,0,1,4,0,4,1,1,0,37,1,1
2,4,3,4,0,3,1,4,1,31,1,1
3,6,2,4,3,4,5,1,0,86,1,0
2,5,3,2,0,3,1,1,1,70,1,1
2,2,4,0,0,4,1,1,0,26,1,1
2,5,3,4,0,4,1,1,1,25,1,1
1,1,3,4,0,2,1,3,1,5,1,0
2,1,1,4,0,4,1,4,0,27,13,1
3,0,1,4,0,3,1,1,0,22,1,1
2,5,3,0,0,4,1,1,1,46,13,1
1,2,1,0,0,4,1,0,1,20,9,0
2,2,2,0,0,4,1,1,1,41,1,1
2,6,2,0,0,4,1,1,1,43,1,1
2,3,3,0,3,4,1,1,0,23,1,1
2,6,4,4,0,4,1,1,0,33,1,1
1,4,4,4,3,4,5,4,0,81,0,1
4,6,3,4,0,4,1,1,1,48,1,1
2,5,3,0,0,3,1,4,1,31,1,1
2,3,1,4,3,4,1,4,0,7,1,1
1,6,3,0,0,4,1,3,0,24,12,1
2,0,2,0,0,3,1,4,1,26,1,1
1,0,3,4,0,3,1,0,0,43,1,0
3,3,3,4,0,4,1,4,1,5,1,1
4,3,4,0,3,4,0,4,1,6,1,1
1,0,3,4,0,4,1,3,0,14,1,0
2,3,1,4,0,4,1,4,0,76,1,1
2,0,3,0,0,1,1,1,1,50,1,1
1,4,2,4,0,4,1,3,1,9,0,0
1,1,2,4,1,4,1,3,1,9,1,0
1,1,3,4,0,3,1,3,0,26,1,1
1,0,4,4,0,3,8,1,1,26,10,1
1,4,1,4,1,4,1,3,0,52,1,1
2,5,4,4,3,4,5,1,1,26,12,1
1,5,2,4,3,4,1,3,1,24,1,1
2,6,3,4,0,3,1,4,1,33,1,1
2,5,2,0,0,4,1,1,1,51,12,0
1,5,1,4,0,4,1,3,0,14,1,0
2,0,4,4,3,4,5,4,1,7,1,1
1,0,4,0,0,3,1,3,0,21,13,0
2,3,2,4,0,4,1,1,1,19,1,1
2,0,2,4,3,4,5,1,1,32,9,0
1,1,3,4,0,4,1,3,0,37,13,1
2,1,1,3,0,4,1,4,1,30,1,1
2,5,3,4,0,4,8,4,0,19,1,1
1,0,2,4,0,4,1,3,0,52,10,1
2,4,1,0,0,4,8,1,1,30,12,1
2,6,1,4,3,4,1,1,1,48,1,1
2,6,4,4,1,4,8,3,1,48,1,1
2,3,1,4,0,4,1,1,1,25,5,1
1,6,2,4,0,4,1,3,1,6,1,1
5,5,4,4,0,4,1,1,0,20,1,1
6,5,4,0,0,4,1,4,0,7,1,1
1,5,3,4,0,4,1,3,0,11,1,1
2,4,3,4,3,4,5,1,1,52,12,1
3,4,4,3,0,4,1,1,0,20,1,1
1,3,4,0,0,4,1,3,0,73,5,0
1,6,2,2,0,4,1,3,1,72,0,1
2,6,2,2,0,4,1,1,0,44,1,0
1,2,4,4,0,3,1,1,1,39,10,0
2,3,2,4,0,3,1,4,1,14,1,1
2,0,1,4,3,3,1,1,1,37,1,1
2,5,1,4,3,4,1,1,1,40,1,1
4,1,2,0,3,3,1,1,1,60,1,1
1,0,3,4,3,4,1,3,1,75,1,0
2,4,2,0,0,4,1,1,1,19,10,1
2,3,2,3,0,4,1,1,0,25,1,1
1,0,2,4,0,4,1,3,0,86,1,0
1,4,3,0,0,4,1,2,0,82,0,0
4,5,3,4,3,4,5,0,1,43,1,0
3,4,3,0,0,1,1,4,1,25,1,1
2,5,3,4,0,4,8,4,0,25,1,1
3,4,3,0,0,4,1,1,1,24,9,1
2,6,1,4,3,4,1,4,1,77,0,1
2,3,3,4,0,2,8,4,1,80,1,1
2,3,4,4,0,4,1,1,1,11,12,1
2,1,1,0,3,3,1,1,0,40,12,0
3,1,3,0,3,3,1,1,1,22,1,0
1,3,3,4,0,4,1,1,1,21,2,0
1,0,1,4,0,4,1,3,0,38,10,1
1,2,4,4,0,4,1,3,0,74,1,0
2,4,3,4,0,3,1,1,1,23,12,1
2,6,1,2,3,4,1,1,1,27,1,1
4,3,1,0,0,4,1,1,1,74,12,1
1,5,4,4,3,4,1,3,1,13,1,0
2,6,4,2,3,3,5,1,1,56,12,1
1,3,1,4,0,4,1,1,1,25,10,0
1,4,4,4,0,4,1,1,1,66,13,1
1,6,4,3,0,4,1,4,0,26,1,0
2,0,3,0,0,3,1,1,1,38,9,0
1,5,3,4,0,4,1,4,0,5,1,0
3,6,1,3,3,1,1,1,1,40,1,1
2,0,2,4,0,4,1,1,1,36,12,1
2,1,2,4,0,4,1,1,0,82,7,1
3,4,1,0,0,4,1,4,0,79,1,1
2,4,1,0,0,4,1,1,0,27,1,1
4,0,4,3,0,4,1,1,1,61,1,1
1,2,2,4,0,2,1,3,1,11,1,0
2,6,4,4,0,4,1,0,1,36,8,0
1,6,4,0,0,4,1,3,1,38,1,0
2,1,3,0,0,4,1,4,0,70,1,0
2,2,2,4,0,3,1,4,1,25,1,0
4,0,2,4,0,4,1,2,1,19,1,0
2,0,4,4,0,2,1,4,0,43,1,0
2,0,1,4,3,4,5,4,1,7,1,1
2,4,1,3,0,4,1,1,1,41,1,1
2,5,2,0,0,3,1,1,0,47,1,0
2,4,3,0,3,3,5,1,1,43,2,1
2,2,3,0,3,3,5,1,1,23,1,1
2,2,4,2,0,4,1,1,1,55,8,0
2,2,2,0,3,4,5,4,0,57,1,1
2,5,3,4,3,3,3,1,1,24,8,1
2,0,2,2,3,4,5,1,0,51,1,1
1,1,4,4,0,4,1,3,1,45,1,1
2,1,4,0,0,4,1,4,0,7,13,1
1,6,3,0,3,2,1,0,1,32,1,0
2,2,3,4,0,4,1,1,1,55,9,0
2,4,4,4,0,3,1,1,1,25,5,0
2,4,2,0,0,2,1,0,1,48,12,0
1,2,4,1,3,3,5,1,1,22,1,1
2,6,2,4,0,4,8,1,0,34,1,1
2,6,3,0,0,3,1,1,0,33,12,1
2,2,2,3,3,4,5,1,1,70,1,1
2,3,4,0,0,4,8,4,1,25,1,1
2,4,2,0,0,4,1,4,0,60,1,1
2,4,3,4,0,4,1,4,0,41,9,1
1,5,1,0,0,3,8,3,1,16,1,1
1,0,3,4,0,2,1,3,0,9,1,0
1,3,1,3,3,1,1,4,0,18,1,1
2,2,3,4,3,4,1,4,0,44,1,1
2,4,3,2,0,4,1,1,1,44,5,0
2,4,2,3,3,4,5,1,0,24,1,1
2,4,4,3,0,4,1,4,0,18,1,1
5,6,3,3,0,4,1,1,1,32,1,1
2,6,1,4,0,4,1,0,1,51,12,0
2,0,3,2,0,4,1,1,1,27,12,1
2,5,1,0,0,4,1,1,0,54,1,1
2,3,3,0,0,4,8,4,0,28,13,1
2,0,2,4,3,3,5,1,1,39,1,1
1,0,4,4,0,4,1,3,1,36,1,1
2,5,3,4,3,4,1,1,1,14,12,1
1,5,4,0,0,4,1,3,1,2,2,1
4,1,1,4,0,4,1,1,1,33,1,1
1,2,3,4,0,4,1,4,1,2,0,1
1,0,3,4,3,4,1,0,1,29,3,0
2,4,4,4,0,3,1,1,1,20,1,1
2,0,3,4,0,4,8,4,1,34,1,0
2,1,3,0,0,4,1,1,1,44,12,1
1,5,2,2,0,1,1,4,0,23,1,1
2,6,4,4,0,4,1,1,1,38,12,1
2,0,1,0,0,3,8,1,1,29,12,1
2,2,3,0,3,1,5,1,1,30,1,0
1,3,2,4,0,3,1,3,1,25,13,0
2,6,1,4,0,4,1,1,1,14,12,0
1,5,2,4,0,4,1,3,1,5,1,0
1,0,1,4,0,3,1,3,1,79,1,0
2,3,3,4,0,4,8,1,0,23,1,1
2,6,3,4,0,4,1,1,0,54,1,1
2,4,2,0,0,4,1,1,1,26,12,1
2,0,4,4,0,4,1,4,0,21,13,1
2,3,1,4,0,3,1,4,0,51,13,1
2,3,3,0,3,4,1,1,1,21,1,0
3,2,4,3,3,4,1,4,1,55,1,1
1,6,4,4,3,4,5,3,0,15,1,1
2,5,3,0,0,4,1,1,0,19,12,1
1,6,1,0,3,4,1,3,0,20,10,0
2,4,4,0,0,4,8,1,1,38,12,1
2,0,4,0,0,4,8,1,1,33,9,1
2,2,2,0,0,4,1,0,1,36,9,0
2,4,3,4,0,4,8,4,0,45,1,1
2,4,3,4,0,4,1,1,0,49,12,1
2,3,1,0,0,3,1,1,1,31,1,1
1,1,1,0,0,4,1,3,1,12,0,0
2,0,3,4,0,3,1,1,0,41,1,1
1,4,1,0,0,2,1,2,1,20,1,0
2,3,4,4,0,4,1,1,1,29,12,1
2,5,1,4,0,4,1,1,1,34,12,0
2,2,2,3,0,4,1,1,0,51,1,1
2,4,1,4,0,4,1,1,0,73,1,1
2,4,2,4,3,4,1,1,1,50,12,1
2,4,4,0,0,4,1,4,0,2,1,1
3,2,2,4,0,4,1,1,1,23,1,1
1,4,4,0,0,4,1,3,1,20,1,1
3,4,3,0,0,2,1,0,1,35,1,0
2,2,4,0,3,4,5,4,0,9,1,1
1,2,1,4,0,4,1,4,1,47,0,1
2,4,1,0,0,4,1,1,1,51,10,0
2,3,4,4,3,3,5,1,1,22,5,1
2,2,1,4,0,3,1,2,1,18,1,0
2,4,2,0,0,4,1,4,0,24,0,0
1,5,3,0,3,3,1,1,1,26,1,1
2,6,2,4,0,4,1,1,1,52,9,1
2,3,4,0,3,4,5,4,0,25,1,0
1,1,1,0,0,4,1,3,1,44,0,0
1,6,3,0,3,4,8,3,1,14,1,1
2,6,4,4,0,4,1,1,1,40,1,1
2,0,2,0,0,4,8,1,1,20,12,1
2,5,4,4,0,2,8,1,0,53,1,1
2,6,1,4,0,4,1,1,1,32,1,1
1,0,4,4,0,3,1,4,0,49,0,1
3,5,4,4,0,4,8,4,0,23,1,1
2,1,4,0,0,4,1,4,1,18,1,1
1,6,1,4,0,3,1,3,1,43,13,1
2,0,1,0,0,4,1,4,0,72,1,1
3,6,3,3,0,3,1,1,0,41,1,1
2,5,2,1,0,4,1,1,1,48,1,1
2,2,1,0,0,4,1,1,1,34,8,1
2,3,4,3,0,4,1,1,0,25,1,1
2,3,4,2,0,3,1,4,0,17,1,0
2,5,3,4,0,4,1,1,1,10,12,1
2,1,3,4,0,4,1,1,0,85,1,1
2,2,4,4,0,4,1,1,0,84,7,1
2,5,1,0,0,4,1,1,0,29,1,0
2,0,2,4,0,4,1,4,0,25,1,1
2,3,2,0,3,4,5,1,1,28,1,1
1,5,3,2,0,4,1,3,1,11,1,1
2,1,4,0,0,4,1,4,1,33,1,1
1,6,2,3,0,4,1,1,1,49,2,1
2,2,4,1,0,4,1,1,0,32,1,1
1,2,1,4,0,4,1,3,0,3,1,1
2,1,3,0,0,4,8,4,1,4,2,1
2,4,1,4,0,4,3,1,1,42,1,1
1,3,1,4,0,4,1,1,1,47,12,1
1,4,4,0,3,4,5,3,1,12,1,0
2,5,3,4,0,4,1,1,0,28,1,1
2,6,4,4,0,4,1,1,1,61,1,0
2,1,3,0,0,4,1,1,1,29,12,1
1,4,4,0,0,4,1,3,0,11,1,1
2,3,4,2,3,3,4,4,1,18,1,1
2,1,1,4,3,3,1,1,1,29,10,1
2,6,1,4,0,4,8,4,0,45,0,1
2,0,1,4,0,4,1,4,0,77,1,1
1,4,1,2,0,3,8,3,0,30,1,0
1,0,2,4,0,4,8,4,1,4,0,1
1,0,2,4,0,4,1,2,1,25,1,0
1,2,3,4,0,4,1,3,1,65,1,0
3,6,2,0,0,4,8,1,1,20,1,1
3,6,3,4,0,4,1,1,0,25,1,1
4,2,1,0,0,4,1,1,0,30,1,1
3,2,4,0,0,4,1,4,0,40,9,1
2,6,1,4,0,4,1,3,0,11,1,0
1,2,4,4,0,2,1,3,1,2,1,0
3,1,1,4,3,3,1,1,0,22,1,1
2,6,3,4,3,3,5,1,1,36,1,1
2,0,3,2,3,3,1,1,1,20,1,1
2,4,1,2,0,2,1,0,1,48,12,0
1,2,4,0,0,4,1,0,1,53,12,0
2,3,2,4,0,4,1,1,1,78,1,1
2,6,4,0,0,4,1,1,1,42,12,0
2,6,4,0,0,4,8,1,1,37,12,1
4,0,1,1,3,1,1,1,1,41,1,1
2,3,1,2,0,4,1,1,1,24,1,1
3,4,3,0,3,3,5,1,1,21,1,1
2,3,3,0,0,4,1,1,1,41,9,0
2,4,2,0,0,3,8,1,0,25,12,1
2,5,2,4,0,4,1,0,0,21,12,0
2,5,3,4,0,4,1,4,0,16,1,1
2,2,2,0,0,3,1,4,0,65,1,1
1,0,1,4,0,3,1,4,1,57,0,1
2,4,4,0,3,3,5,1,1,53,1,1
2,1,1,0,0,4,1,1,0,24,1,0
1,4,1,4,0,4,1,3,1,8,1,1
2,1,3,4,0,3,1,1,1,26,12,1
2,3,2,4,0,3,1,1,1,47,6,1
2,5,2,0,0,2,1,0,0,63,1,0
1,2,3,0,0,4,1,1,1,28,1,1
2,6,1,0,0,4,1,4,0,28,13,1
1,2,4,0,0,2,1,0,1,29,9,0
1,6,1,4,0,3,1,3,0,30,1,1
1,5,3,2,0,4,1,3,0,38,1,0
2,6,1,4,0,3,1,1,1,22,10,0
2,2,1,4,3,3,1,2,1,18,1,0
1,4,2,0,0,4,1,3,0,29,1,1
1,6,2,4,3,4,5,3,1,57,1,1
5,3,4,4,3,4,5,1,1,35,1,1
4,0,3,3,0,4,1,1,1,46,1,1
2,5,1,0,0,4,1,1,1,20,10,1
2,1,2,0,0,4,1,1,1,35,1,1
2,2,4,4,0,4,1,1,0,26,1,1
2,0,4,4,0,4,1,1,0,41,1,1
2,3,4,4,3,3,1,4,1,1,1,0
1,4,3,4,0,2,1,2,1,22,1,0
2,4,2,2,0,4,8,1,0,57,1,1
2,5,3,4,0,4,1,4,0,43,13,1
2,1,4,4,0,4,1,4,1,20,1,1
2,1,3,0,0,4,1,4,0,25,6,1
2,4,4,4,3,4,1,1,0,21,1,0
2,2,3,4,3,4,1,4,1,18,8,0
2,5,1,0,0,4,1,1,1,53,12,1
1,2,1,1,0,1,1,0,1,56,1,0
2,4,3,2,0,4,1,1,1,49,1,1
2,1,4,0,0,4,1,1,1,46,12,1
2,2,3,0,0,4,1,1,1,28,9,0
4,0,3,3,0,4,1,1,1,21,2,1
1,4,4,2,0,4,1,3,0,80,0,0
3,4,1,0,0,1,1,1,1,24,1,1
2,3,4,4,0,4,1,1,1,37,7,1
2,1,1,2,0,4,1,1,1,48,8,1
1,3,1,4,0,4,1,1,1,22,1,1
1,2,1,0,0,3,1,3,1,60,1,0
2,6,3,3,0,4,1,1,0,33,1,1
2,1,3,2,3,3,5,1,1,26,12,1
2,4,4,4,0,3,1,1,1,19,1,1
2,0,3,0,3,4,1,0,1,45,1,0
2,5,4,4,0,4,8,1,1,26,12,1
2,1,3,0,3,3,5,1,0,49,1,1
3,3,3,0,0,4,1,1,1,47,1,1
2,1,3,4,0,4,8,4,0,9,1,1
1,0,2,1,0,4,1,4,0,82,2,0
2,0,3,4,0,4,1,1,1,51,12,1
2,4,3,0,0,4,1,4,0,77,1,0
4,2,4,3,0,4,1,1,0,32,1,1
3,3,4,4,0,3,1,0,1,50,1,0
2,4,2,0,0,3,1,1,1,68,1,0
2,0,2,4,0,4,1,1,1,42,12,0
3,1,2,3,0,4,1,1,1,36,1,1
1,4,4,0,0,4,1,3,1,80,1,0
2,0,4,0,0,4,1,1,1,35,9,0
2,0,4,4,3,3,5,4,0,65,1,1
1,2,1,0,0,2,1,3,0,51,1,0
3,6,3,4,3,4,5,4,1,7,1,1
1,2,1,0,3,3,5,4,1,25,1,0
2,0,2,4,3,4,5,1,1,47,1,1
2,6,4,4,0,2,1,0,1,10,12,0
1,1,2,4,3,3,1,3,0,67,1,0
2,1,1,4,0,4,1,1,1,31,13,1
1,3,4,3,0,4,1,1,1,21,1,1
2,2,2,4,0,4,1,1,0,36,1,1
2,5,4,4,0,4,1,4,0,50,3,1
1,4,1,0,3,3,5,3,1,21,1,0
2,5,2,4,0,4,1,1,0,28,1,1
2,1,2,0,0,4,8,1,1,61,3,1
2,4,4,4,0,2,8,1,1,15,12,1
2,0,4,4,0,4,1,4,0,21,13,1
2,1,2,4,3,3,5,4,0,14,1,1
2,6,3,4,0,4,1,1,1,53,12,1
1,3,1,0,0,4,8,3,1,67,1,1
2,2,2,4,0,4,1,4,0,45,1,1
1,3,2,4,0,4,1,3,1,21,1,0
1,4,2,4,0,2,1,3,1,18,1,0
2,0,1,4,3,4,1,1,1,39,13,1
1,5,3,4,0,4,1,1,0,23,1,1
2,1,2,4,3,4,5,1,0,58,1,0
5,6,1,3,0,4,1,1,0,51,1,1
2,5,4,4,0,4,1,1,1,23,10,1
1,0,4,0,0,3,1,1,1,26,10,0
2,1,4,4,3,3,1,1,0,26,1,1
1,4,2,4,0,4,1,3,1,51,2,1
1,0,3,4,3,3,5,3,1,19,1,0
3,3,4,3,0,4,1,4,0,53,1,1
1,1,3,4,0,4,1,3,1,78,1,1
4,3,4,3,3,1,4,1,0,35,1,1
2,4,4,0,3,4,5,1,1,37,1,1
1,5,3,4,0,4,1,3,0,12,1,1
2,4,3,0,3,4,5,1,1,23,1,1
1,0,1,0,0,4,1,3,1,70,2,1
2,4,4,0,0,1,1,1,0,37,1,1
2,1,4,2,0,4,1,2,0,68,0,0
2,6,1,4,3,4,1,3,0,13,1,0
3,2,3,4,0,4,1,1,0,22,1,1
2,0,1,4,0,4,1,1,0,19,1,1
3,6,4,0,0,4,1,1,1,36,1,1
1,3,4,0,3,4,1,3,1,53,1,0
2,0,2,0,3,4,1,1,1,57,12,1
2,4,4,0,0,4,8,1,1,50,4,1
2,6,1,0,0,4,1,0,1,50,9,0
2,3,1,2,3,3,4,1,1,38,1,1
1,1,1,4,0,4,1,3,1,21,13,0
1,1,4,4,0,4,1,3,0,13,1,0
1,6,4,0,2,4,7,1,1,19,10,1
2,4,2,0,3,4,1,4,0,47,1,1
6,5,2,0,0,4,1,1,1,45,1,1
1,2,1,0,0,4,1,1,1,45,1,1
2,1,3,4,3,3,1,0,1,36,1,0
2,4,1,0,3,4,1,1,0,39,1,1
1,6,3,4,3,3,4,3,0,69,1,0
2,0,4,3,3,3,1,4,0,48,1,1
2,2,4,0,3,3,5,1,0,25,1,1
2,0,2,4,0,2,1,1,1,51,1,1
2,5,3,4,0,4,1,1,1,70,11,1
1,2,4,4,0,4,1,3,1,20,1,1
1,0,4,4,3,3,1,3,0,11,1,1
2,3,3,0,3,4,5,4,0,53,1,0
2,5,3,4,0,4,1,1,0,45,1,1
1,0,1,4,3,4,1,1,1,15,12,1
1,1,3,4,3,4,1,3,0,59,1,1
2,3,1,0,3,4,5,1,0,26,1,1
2,3,3,4,0,4,8,1,1,35,1,1
1,2,4,2,0,4,1,3,0,14,1,0
2,4,4,4,0,4,1,1,0,46,1,1
4,0,3,3,0,4,1,1,1,26,1,1
1,3,3,4,0,4,8,3,0,31,1,1
2,0,3,0,0,4,1,1,0,26,12,1
2,3,1,4,3,3,5,1,1,39,1,1
2,5,1,4,0,3,8,1,0,25,1,1
2,6,1,4,3,4,1,1,1,72,1,1
2,5,4,4,3,4,1,1,1,32,13,1
1,0,1,0,2,3,7,1,1,35,10,1
2,6,2,0,0,4,1,0,1,31,12,0
2,2,3,4,0,3,1,4,0,43,1,1
2,3,1,4,0,4,1,1,1,14,10,1
2,2,1,4,0,4,1,1,0,63,1,1
2,4,4,4,0,4,1,1,0,36,1,1
1,0,1,4,0,3,1,4,1,17,1,0
1,3,2,4,0,4,1,4,1,17,1,1
2,2,1,2,3,1,0,1,1,29,1,1
2,6,2,1,3,4,5,1,1,36,2,0
2,1,2,4,0,4,1,1,1,36,1,1
2,1,3,4,0,2,8,1,0,45,1,1
2,2,2,0,3,3,1,1,1,31,1,1
1,0,3,4,0,4,1,3,0,75,1,0
2,5,2,0,3,3,1,1,0,24,1,1
1,4,2,0,0,4,1,3,1,13,1,0
2,2,3,3,3,4,1,4,0,46,1,1
1,5,1,0,0,4,8,3,0,42,13,1
1,0,1,4,0,4,1,3,1,14,1,0
1,0,4,4,0,4,1,1,1,67,9,0
2,0,3,4,0,2,1,0,1,16,5,0
2,3,2,0,3,3,5,1,0,30,1,1
2,5,1,0,0,3,1,4,1,28,1,1
2,2,1,4,3,4,5,1,1,23,9,0
3,4,4,0,0,4,1,4,1,13,1,1
1,1,4,2,3,4,1,3,0,39,1,0
2,1,4,0,0,4,1,1,1,38,12,1
1,3,3,4,0,4,1,3,1,6,2,1
1,4,4,4,0,4,1,3,0,89,1,0
4,0,2,1,3,1,1,1,0,25,1,1
2,4,3,0,0,4,1,1,1,52,1,1
1,6,3,4,0,4,1,3,1,26,1,1
2,6,2,0,0,4,1,0,1,26,12,0
1,1,1,2,0,4,1,3,0,73,1,0
2,6,4,3,0,4,1,1,0,22,1,1
1,4,4,4,3,3,1,3,1,20,13,1
2,6,3,0,0,3,8,1,1,30,1,1
2,6,4,4,3,4,5,1,1,60,1,1
1,6,2,4,0,4,1,3,1,56,1,0
3,5,3,4,0,4,1,3,0,51,1,0
2,3,3,2,3,4,5,2,0,30,1,0
2,3,3,4,0,3,1,1,1,22,10,0
3,5,1,1,0,4,1,1,1,41,2,1
1,2,3,4,0,4,1,3,0,50,1,0
2,1,1,4,0,4,1,1,1,62,1,1
1,3,2,4,0,3,1,1,1,37,1,1
1,1,1,2,0,4,1,3,0,27,1,1
2,3,4,4,0,4,1,1,1,64,1,1
1,3,2,4,0,3,1,1,1,18,1,0
1,3,1,1,3,1,5,1,0,47,1,1
2,1,4,4,0,4,1,1,1,13,5,0
1,4,4,4,0,4,1,3,1,15,1,0
3,3,2,4,0,4,1,1,0,43,1,1
2,0,1,0,0,4,1,1,1,23,1,1
1,5,2,4,0,3,1,1,1,26,1,0
2,3,3,0,0,4,1,1,0,81,1,0
1,4,3,4,0,2,1,0,1,64,12,0
2,4,2,3,3,4,5,1,1,32,2,1
2,6,4,4,0,4,1,0,1,26,10,0
1,5,1,4,0,4,8,3,0,70,1,1
2,5,2,4,0,4,1,4,1,78,0,1
2,4,3,4,0,3,1,1,1,58,4,0
2,6,3,4,0,4,1,1,1,48,1,1
2,5,3,2,3,3,5,1,1,43,12,1
1,5,3,4,0,2,1,3,0,3,1,0
1,6,2,4,1,4,8,1,1,33,10,1
1,2,2,0,0,2,1,3,1,29,1,0
1,2,4,4,0,4,1,3,1,77,2,0
3,6,1,0,0,4,8,1,0,80,1,1
2,6,4,4,3,3,5,4,1,38,1,1
2,6,4,4,0,4,1,4,0,4,1,1
2,0,1,4,0,4,1,1,0,21,12,0
1,3,1,4,3,4,8,1,1,35,10,0
2,3,2,4,0,4,1,4,1,2,1,1
4,5,3,0,0,1,1,2,1,27,1,0
2,3,3,0,3,2,1,0,1,40,12,0
3,6,2,4,0,4,1,1,0,50,1,1
2,3,2,4,0,4,1,0,1,20,12,0
1,1,3,4,0,4,1,3,0,62,1,1
2,0,4,4,0,4,1,0,1,48,9,0
3,6,3,0,0,4,8,4,0,23,1,1
1,2,4,4,0,4,1,3,1,9,1,1
1,2,2,0,0,4,1,3,0,52,1,0
1,3,4,4,0,2,1,3,0,28,1,0
1,4,1,4,0,4,1,3,0,72,1,0
1,1,1,0,0,2,1,3,0,13,1,0
2,6,4,0,3,4,1,1,1,35,10,0
2,1,4,4,0,4,1,1,0,66,1,1
2,4,4,4,0,4,1,3,0,41,1,1
2,0,4,0,0,4,1,1,1,15,5,1
2,4,4,0,0,4,1,1,1,69,1,1
1,6,2,0,0,4,1,0,1,20,9,0
3,2,4,4,0,4,1,4,0,21,1,1
1,3,1,0,0,4,1,3,1,16,1,0
1,2,4,4,3,3,1,3,1,42,1,0
1,3,3,0,0,2,1,0,1,50,1,0
4,2,1,0,0,3,1,4,1,28,9,1
2,6,3,4,0,4,8,1,1,47,12,1
1,1,1,4,0,4,1,3,0,55,10,0
1,2,1,4,3,4,4,3,0,71,1,0
2,0,4,4,3,4,5,4,0,26,1,0
2,3,1,4,0,4,1,1,0,51,1,0
1,2,2,4,0,3,1,3,1,23,1,0
2,1,2,0,0,4,1,1,0,55,1,1
2,1,2,0,0,2,1,2,1,13,1,0
2,5,1,4,0,4,8,1,1,18,5,1
2,0,2,0,0,3,1,1,1,42,1,1
2,2,4,0,3,3,5,1,1,33,1,1
2,0,3,4,0,3,8,1,1,45,13,1
2,6,1,0,3,3,5,0,1,34,12,0
2,3,4,4,0,4,1,1,1,41,12,1
2,0,2,4,0,4,1,0,1,60,1,0
1,5,3,4,0,4,1,4,0,28,0,1
1,3,3,4,0,4,1,3,1,78,0,0
2,2,4,3,3,4,1,4,0,20,1,1
1,2,2,4,0,4,1,3,1,8,1,1
2,5,4,4,0,4,1,0,0,72,1,0
2,3,2,0,0,4,1,1,1,52,12,1
1,6,3,4,3,4,1,3,1,44,1,1
2,0,3,4,0,3,8,1,1,24,12,1
1,6,4,4,0,4,1,3,1,9,13,0
2,1,2,0,0,4,1,4,0,25,6,1
1,3,1,4,3,3,1,3,0,43,1,0
2,3,2,0,0,4,8,4,0,15,1,1
1,1,1,4,0,3,1,0,1,16,5,0
2,2,2,3,3,4,1,1,1,59,1,1
1,4,4,4,1,4,1,1,1,35,1,1
2,5,4,4,0,3,1,2,0,24,1,0
2,3,2,2,3,3,4,1,0,69,1,1
2,1,1,0,0,4,1,1,0,79,1,0
1,5,4,4,1,4,1,3,1,12,1,0
